Original: resolve , predicted 1st: local|directory
Original: get|linear|motor|erp , predicted 1st: get|float
Original: set|linear|motor|cfm , predicted 1st: do|value
Original: get|linear|motor|cfm , predicted 1st: get|greater|value
Original: set|linear|target|velocity , predicted 1st: visit|value
Original: get|linear|target|velocity , predicted 1st: get|float
Original: set|linear|max|motor|force , predicted 1st: do|value
Original: get|linear|max|motor|force , predicted 1st: get|float
Original: set|linear|servo|target , predicted 1st: do|value
Original: get|linear|servo|target , predicted 1st: get|float
Original: set|linear|spring|stiffness , predicted 1st: visit
Original: get|linear|spring|stiffness , predicted 1st: get|float
Original: set|linear|spring|damping , predicted 1st: do|value
Original: get|linear|spring|damping , predicted 1st: get|float
Original: set|linear|equilibrium|point , predicted 1st: do|value
Original: get|linear|equilibrium|point , predicted 1st: get|float
Original: set|linear|enable|motor , predicted 1st: visit|valid|key
Original: get|linear|enable|motor , predicted 1st: get|valid|id
Original: set|linear|servo|motor , predicted 1st: visit|order
Original: get|linear|servo|motor , predicted 1st: c
Original: set|linear|enable|spring , predicted 1st: visit|order
Original: get|linear|enable|spring , predicted 1st: c
Original: set|linear|spring|stiffness|limited , predicted 1st: visit|order
Original: get|linear|spring|stiffness|limited , predicted 1st: get|valid|order
Original: set|linear|spring|damping|limited , predicted 1st: visit|order
Original: get|linear|spring|damping|limited , predicted 1st: get|valid|id
Original: set|padding , predicted 1st: visit|valid|order
Original: get|padding , predicted 1st: get|valid|order
Original: set|angular|upper|limit , predicted 1st: do|value
Original: get|angular|upper|limit , predicted 1st: get|float
Original: set|angular|lower|limit , predicted 1st: do|value
Original: get|angular|lower|limit , predicted 1st: get|float
Original: set|angular|bounce , predicted 1st: do|value
Original: get|angular|bounce , predicted 1st: get|float
Original: set|angular|stop|erp , predicted 1st: do|value
Original: get|angular|stop|erp , predicted 1st: get|float
Original: set|angular|stop|cfm , predicted 1st: do|value
Original: get|angular|stop|cfm , predicted 1st: get|value
Original: set|angular|motor|erp , predicted 1st: do|value
Original: get|angular|motor|erp , predicted 1st: get|value
Original: set|angular|motor|cfm , predicted 1st: do|value
Original: get|angular|motor|cfm , predicted 1st: get|float
Original: set|angular|target|velocity , predicted 1st: do|value
Original: get|angular|target|velocity , predicted 1st: get|value
Original: set|angular|max|motor|force , predicted 1st: do|value
Original: get|angular|max|motor|force , predicted 1st: get|float
Original: set|angular|servo|target , predicted 1st: do|value
Original: get|angular|servo|target , predicted 1st: get|float
Original: set|angular|spring|stiffness , predicted 1st: do|value
Original: get|angular|spring|stiffness , predicted 1st: get|float
Original: set|angular|spring|damping , predicted 1st: do|value
Original: get|angular|spring|damping , predicted 1st: get|float
Original: set|angular|equilibrium|point , predicted 1st: do|value
Original: get|angular|equilibrium|point , predicted 1st: get|float
Original: set|angular|enable|motor , predicted 1st: visit|valid
Original: get|angular|enable|motor , predicted 1st: get|valid|id
Original: set|angular|servo|motor , predicted 1st: visit|valid|order
Original: get|angular|servo|motor , predicted 1st: get|valid|order
Original: set|angular|enable|spring , predicted 1st: visit|valid|order
Original: get|angular|enable|spring , predicted 1st: get|valid|order
Original: set|angular|spring|stiffness|limited , predicted 1st: visit|order
Original: get|angular|spring|stiffness|limited , predicted 1st: get|valid|order
Original: set|angular|spring|damping|limited , predicted 1st: visit|order
Original: get|angular|spring|damping|limited , predicted 1st: c
Original: set|rotate|order , predicted 1st: add|order
Original: get|rotate|order , predicted 1st: get
Original: get|c|ptr , predicted 1st: compare
Original: send|http|request , predicted 1st: http|http|response
Original: cancel|http|request , predicted 1st: cancel
Original: new|server|socket , predicted 1st: create|server|server
Original: new|server|socket , predicted 1st: create|server|socket
Original: new|client|socket , predicted 1st: create
Original: open|uri , predicted 1st: do|run
Original: run , predicted 1st: do|execute
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|object
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: swig|director|disconnect , predicted 1st: clear
Original: swig|release|ownership , predicted 1st: test|change|action|change
Original: swig|take|ownership , predicted 1st: test|change|action
Original: add|overlapping|pair , predicted 1st: for|dependent
Original: remove|overlapping|pair , predicted 1st: remove|destruction
Original: remove|overlapping|pairs|containing|proxy , predicted 1st: remove
Original: create|perspective|matrix , predicted 1st: get|min
Original: create|shader|program , predicted 1st: perform
Original: get|shader , predicted 1st: execute
Original: get|circle , predicted 1st: get|numerito
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|property
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: swig|director|disconnect , predicted 1st: clear
Original: swig|release|ownership , predicted 1st: test|filtered|filtered|with|filter
Original: swig|take|ownership , predicted 1st: test|filtered|filtered|with|null|filter
Original: need|broadphase|collision , predicted 1st: get|filter
Original: reset , predicted 1st: reset|c
Original: get|c|ptr , predicted 1st: compare|to|long
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: build|tree , predicted 1st: do|primitive
Original: quantize|point , predicted 1st: check
Original: test|quantized|box|overlapp , predicted 1st: index|index
Original: clear|nodes , predicted 1st: increment
Original: get|node|count , predicted 1st: get
Original: is|leaf|node , predicted 1st: is|checked
Original: get|node|data , predicted 1st: get
Original: get|node|bound , predicted 1st: not
Original: set|node|bound , predicted 1st: not|bound
Original: get|left|node , predicted 1st: get
Original: get|right|node , predicted 1st: get
Original: get|escape|node|index , predicted 1st: get
Original: get|node|pointer , predicted 1st: index|index
Original: get|node|pointer , predicted 1st: get|first
Original: handle , predicted 1st: next
Original: get|width , predicted 1st: get|width
Original: get|height , predicted 1st: get|height
Original: get|tile|width , predicted 1st: get|width
Original: get|tile|height , predicted 1st: get|height
Original: get|cell , predicted 1st: compare
Original: set|cell , predicted 1st: set
Original: get|tile , predicted 1st: get
Original: set|tile , predicted 1st: set
Original: get|flip|horizontally , predicted 1st: is
Original: set|flip|horizontally , predicted 1st: set|exception
Original: get|flip|vertically , predicted 1st: is|exception
Original: set|flip|vertically , predicted 1st: set|exception
Original: get|rotation , predicted 1st: get
Original: set|rotation , predicted 1st: set|pivot
Original: nano|time , predicted 1st: get|time|time
Original: millis , predicted 1st: get|time|current|millis
Original: nanos|to|millis , predicted 1st: nanos
Original: millis|to|nanos , predicted 1st: millis|to|millis
Original: time|since|nanos , predicted 1st: set|time|prev
Original: time|since|millis , predicted 1st: find|by|l|prev
Original: create|world , predicted 1st: test|intersection
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|value
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete|all
Original: set|transform , predicted 1st: do|value
Original: get|transform , predicted 1st: get|data
Original: set|child|shape , predicted 1st: do|value
Original: get|child|shape , predicted 1st: get
Original: set|child|shape|type , predicted 1st: increment|data
Original: get|child|shape|type , predicted 1st: data|data
Original: set|child|margin , predicted 1st: declare|data
Original: get|child|margin , predicted 1st: data
Original: init , predicted 1st: init
Original: get|pass|shader|provider , predicted 1st: get|named|key
Original: get|shader|provider , predicted 1st: get|provider|provider|provider
Original: add|light , predicted 1st: generate
Original: add|light , predicted 1st: set|up
Original: add|light , predicted 1st: add
Original: add|light , predicted 1st: test|single|valued
Original: remove|light , predicted 1st: remove
Original: remove|light , predicted 1st: delete|dir
Original: remove|light , predicted 1st: remove|point
Original: has|light , predicted 1st: contains
Original: has|light , predicted 1st: contains
Original: has|light , predicted 1st: contains|point
Original: update , predicted 1st: run
Original: begin , predicted 1st: set|providers
Original: begin , predicted 1st: set|next
Original: begin|pass , predicted 1st: set|frame
Original: end , predicted 1st: reset
Original: end , predicted 1st: end
Original: end|pass , predicted 1st: set|frame
Original: next , predicted 1st: to|string
Original: intercept|camera , predicted 1st: get
Original: next|directional , predicted 1st: get|properties
Original: next|spot , predicted 1st: next
Original: next|point , predicted 1st: get|current|point
Original: process|viewport , predicted 1st: generate
Original: get|directional|cameras , predicted 1st: get|properties
Original: get|spot|cameras , predicted 1st: get|aggregations
Original: get|point|cameras , predicted 1st: get|point|point
Original: get|texture , predicted 1st: get|current|form
Original: get|current|light|properties , predicted 1st: get|current|properties
Original: get|current|light , predicted 1st: current
Original: get|current|pass , predicted 1st: get|current|current|node
Original: dispose , predicted 1st: run
Original: reset , predicted 1st: set
Original: get|c|ptr , predicted 1st: convert|to|long
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: allocate|channels , predicted 1st: run
Original: activate|particles , predicted 1st: random
Original: copy , predicted 1st: create|random
Original: set , predicted 1st: load
Original: allocate|channels , predicted 1st: setup
Original: activate|particles , predicted 1st: do|process
Original: update , predicted 1st: to|channel
Original: copy , predicted 1st: new|single
Original: write , predicted 1st: set|value
Original: read , predicted 1st: set|value
Original: allocate|channels , predicted 1st: run
Original: get|permission , predicted 1st: get|permission
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: compare|to|long
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete|data
Original: set|convex|internal|shape|data , predicted 1st: do|value
Original: get|convex|internal|shape|data , predicted 1st: build
Original: set|up|axis , predicted 1st: do|each
Original: get|up|axis , predicted 1st: data|data
Original: set|padding , predicted 1st: do|value
Original: get|padding , predicted 1st: get|data
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|object
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: process|collision , predicted 1st: do|process|result
Original: calculate|time|of|impact , predicted 1st: do|get|info
Original: get|all|contact|manifolds , predicted 1st: do|array
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|first
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
